genomes/ASCI17-1_SAMN05615096_MAG_00000004.fa	ecoli_achtman_4	-	adk(37)	fumC(38)	gyrB(-)	icd(37)	mdh(17)	purA(11)	recA(-)
genomes/ASCI17-1_SAMN05615098_MAG_00000004.fa	ecoli_achtman_4	10	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
genomes/ASCI17-1_SAMN05615099_MAG_00000001.fa	ecoli_achtman_4	-	adk(96)	fumC(40)	gyrB(13)	icd(100)	mdh(23)	purA(28)	recA(66,66)
genomes/ASCI17-1_SAMN05615100_MAG_00000003.fa	ecoli_achtman_4	-	adk(96)	fumC(39)	gyrB(-)	icd(100)	mdh(23)	purA(28)	recA(66)
genomes/ASCI17-1_SAMN05615102_MAG_00000012.fa	ecoli_achtman_4	-	adk(6)	fumC(4)	gyrB(14)	icd(~291)	mdh(24)	purA(~28)	recA(14)
genomes/ASCI21-1_SAMEA7041138_MAG_00000045.fa	ecoli_achtman_4	-	adk(14)	fumC(14)	gyrB(10)	icd(499?)	mdh(17)	purA(-)	recA(10)
genomes/ASCI21-1_SAMEA7041141_MAG_00000032.fa	ecoli_achtman_4	-	adk(~1455)	fumC(4)	gyrB(47)	icd(~1556)	mdh(819?)	purA(~28)	recA(~14)
genomes/ASCI21-1_SAMEA7041145_MAG_00000009.fa	ecoli_achtman_4	95	adk(37)	fumC(38)	gyrB(19)	icd(37)	mdh(17)	purA(11)	recA(26)
genomes/ASCI21-1_SAMEA7041153_MAG_00000042.fa	ecoli_achtman_4	-	adk(9)	fumC(6,6)	gyrB(15)	icd(56)	mdh(11)	purA(26)	recA(6)
genomes/ASCI21-1_SAMEA7041160_MAG_00000057.fa	ecoli_achtman_4	345	adk(6)	fumC(4)	gyrB(14)	icd(1)	mdh(20)	purA(62)	recA(7)
genomes/ASCI21-1_SAMEA7041195_MAG_00000030.fa	ecoli_achtman_4	73	adk(36)	fumC(24)	gyrB(9)	icd(13)	mdh(17)	purA(11)	recA(25)
genomes/ASCI21-1_SAMEA7041199_MAG_00000026.fa	ecoli_achtman_4	-	adk(57)	fumC(11)	gyrB(1)	icd(-)	mdh(7)	purA(8)	recA(2)
genomes/ASCI21-1_SAMEA7041201_MAG_00000024.fa	ecoli_achtman_4	69	adk(21)	fumC(35)	gyrB(27)	icd(6)	mdh(5)	purA(5)	recA(4)
genomes/ASCI21-1_SAMEA7041210_MAG_00000041.fa	ecoli_achtman_4	95	adk(37)	fumC(38)	gyrB(19)	icd(37)	mdh(17)	purA(11)	recA(26)
genomes/ASCI21-1_SAMEA7041211_MAG_00000051.fa	ecoli_achtman_4	-	adk(4)	fumC(218)	gyrB(793)	icd(25)	mdh(5)	purA(5)	recA(19)
genomes/ASCI21-1_SAMEA7041219_MAG_00000102.fa	ecoli_achtman_4	-	adk(119)	fumC(1204?)	gyrB(12)	icd(16)	mdh(24)	purA(8)	recA(6)
genomes/ASCI21-1_SAMEA7041220_MAG_00000046.fa	ecoli_achtman_4	-	adk(13)	fumC(40)	gyrB(1309?)	icd(13)	mdh(23)	purA(25)	recA(66)
genomes/ASCI21-1_SAMEA7041221_MAG_00000002.fa	ecoli_achtman_4	-	adk(~73)	fumC(2167?)	gyrB(5)	icd(13)	mdh(16)	purA(~590)	recA(9)
genomes/ASCI21-1_SAMEA7041232_MAG_00000062.fa	ecoli_achtman_4	3045	adk(34)	fumC(36)	gyrB(28)	icd(353)	mdh(28)	purA(16)	recA(4)
genomes/ASCI21-1_SAMEA7041252_MAG_00000119.fa	ecoli_achtman_4	-	adk(36)	fumC(24)	gyrB(9)	icd(-)	mdh(17)	purA(11)	recA(25)
genomes/ASCI21-1_SAMEA7041275_MAG_00000056.fa	ecoli_achtman_4	-	adk(83)	fumC(~136)	gyrB(110)	icd(-)	mdh(80)	purA(1)	recA(2)
genomes/ASCI21-1_SAMEA7041279_MAG_00000127.fa	ecoli_achtman_4	-	adk(21)	fumC(~23)	gyrB(61)	icd(~291)	mdh(5)	purA(5)	recA(304)
genomes/ASCI21-1_SAMEA7045021_MAG_00000046.fa	ecoli_achtman_4	-	adk(10)	fumC(11)	gyrB(1)	icd(1)	mdh(71)	purA(8)	recA(~6)
genomes/ASCI21-1_SAMEA7045026_MAG_00000067.fa	ecoli_achtman_4	657	adk(20)	fumC(45)	gyrB(41)	icd(43)	mdh(5)	purA(50)	recA(46)
genomes/ASCI21-1_SAMEA7045027_MAG_00000039.fa	ecoli_achtman_4	127	adk(13)	fumC(14)	gyrB(19)	icd(36)	mdh(23)	purA(11)	recA(10)
genomes/ASCI21-1_SAMEA7045033_MAG_00000061.fa	ecoli_achtman_4	-	adk(10)	fumC(11)	gyrB(4)	icd(225?)	mdh(8)	purA(8)	recA(2)
genomes/ASCI21-1_SAMEA7045036_MAG_00000036.fa	ecoli_achtman_4	93	adk(6)	fumC(11)	gyrB(4)	icd(10)	mdh(7)	purA(8)	recA(6)
genomes/ASCI21-1_SAMEA7045042_MAG_00000057.fa	ecoli_achtman_4	-	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(1167?)	recA(2)
genomes/ASCI21-1_SAMEA7045044_MAG_00000008.fa	-	-
genomes/ASCI21-1_SAMEA7045045_MAG_00000077.fa	ecoli_achtman_4	69	adk(21)	fumC(35)	gyrB(27)	icd(6)	mdh(5)	purA(5)	recA(4)
genomes/ASCI21-1_SAMEA7045048_MAG_00000051.fa	ecoli_achtman_4	59	adk(27)	fumC(32)	gyrB(24)	icd(29)	mdh(26)	purA(19)	recA(22)
