download/ncbi_dataset/data/GCA_900536925.1/GCA_900536925.1_Ecoli_2009_14_genomic.fna	73
download/ncbi_dataset/data/GCA_002942705.1/GCA_002942705.1_ASM294270v1_genomic.fna	1704
download/ncbi_dataset/data/GCA_004120965.1/GCA_004120965.1_ASM412096v1_genomic.fna	131
download/ncbi_dataset/data/GCA_010374865.1/GCA_010374865.1_ASM1037486v1_genomic.fna	73
download/ncbi_dataset/data/GCA_004282785.1/GCA_004282785.1_ASM428278v1_genomic.fna	13232
download/ncbi_dataset/data/GCA_025061715.1/GCA_025061715.1_ASM2506171v1_genomic.fna	57
download/ncbi_dataset/data/GCA_015508805.1/GCA_015508805.1_ASM1550880v1_genomic.fna	3570
download/ncbi_dataset/data/GCA_021168235.1/GCA_021168235.1_ASM2116823v1_genomic.fna	38
download/ncbi_dataset/data/GCA_029870915.1/GCA_029870915.1_ASM2987091v1_genomic.fna	21
download/ncbi_dataset/data/GCA_009931435.1/GCA_009931435.1_ASM993143v1_genomic.fna	3042
download/ncbi_dataset/data/GCA_011751425.1/GCA_011751425.1_ASM1175142v1_genomic.fna	73
download/ncbi_dataset/data/GCA_003298015.1/GCA_003298015.1_ASM329801v1_genomic.fna	-
download/ncbi_dataset/data/GCA_014896705.1/GCA_014896705.1_ASM1489670v1_genomic.fna	827
download/ncbi_dataset/data/GCA_000358515.1/GCA_000358515.1_ASM35851v1_genomic.fna	-
download/ncbi_dataset/data/GCA_025369875.1/GCA_025369875.1_ASM2536987v1_genomic.fna	141
download/ncbi_dataset/data/GCA_001284045.1/GCA_001284045.1_8205_3_14_genomic.fna	301
download/ncbi_dataset/data/GCA_008931765.1/GCA_008931765.1_ASM893176v1_genomic.fna	10
download/ncbi_dataset/data/GCA_036634125.1/GCA_036634125.1_ASM3663412v1_genomic.fna	350
download/ncbi_dataset/data/GCA_004796695.1/GCA_004796695.1_ASM479669v1_genomic.fna	32
download/ncbi_dataset/data/GCA_006234655.1/GCA_006234655.1_ASM623465v1_genomic.fna	212
download/ncbi_dataset/data/GCA_009910465.1/GCA_009910465.1_ASM991046v1_genomic.fna	9438
download/ncbi_dataset/data/GCA_014878615.1/GCA_014878615.1_ASM1487861v1_genomic.fna	354
download/ncbi_dataset/data/GCF_001881595.2/GCF_001881595.2_ASM188159v2_genomic.fna	13
download/ncbi_dataset/data/GCF_001614715.1/GCF_001614715.1_ASM161471v1_genomic.fna	540
download/ncbi_dataset/data/GCA_000357525.1/GCA_000357525.1_ASM35752v1_genomic.fna	-
download/ncbi_dataset/data/GCA_002466505.1/GCA_002466505.1_ASM246650v1_genomic.fna	1011
download/ncbi_dataset/data/GCA_021342595.1/GCA_021342595.1_ASM2134259v1_genomic.fna	2003
download/ncbi_dataset/data/GCA_946909905.1/GCA_946909905.1_NILS74_genomic.fna	73
download/ncbi_dataset/data/GCA_003018635.1/GCA_003018635.1_ASM301863v1_genomic.fna	342
download/ncbi_dataset/data/GCA_021167205.1/GCA_021167205.1_ASM2116720v1_genomic.fna	10
download/ncbi_dataset/data/GCA_036246865.1/GCA_036246865.1_ASM3624686v1_genomic.fna	88
download/ncbi_dataset/data/GCA_005046265.1/GCA_005046265.1_ASM504626v1_genomic.fna	20
download/ncbi_dataset/data/GCA_036585905.1/GCA_036585905.1_ASM3658590v1_genomic.fna	2077
download/ncbi_dataset/data/GCA_016103285.1/GCA_016103285.1_ASM1610328v1_genomic.fna	675
download/ncbi_dataset/data/GCA_009795195.1/GCA_009795195.1_ASM979519v1_genomic.fna	442
download/ncbi_dataset/data/GCA_019731425.1/GCA_019731425.1_ASM1973142v1_genomic.fna	-
download/ncbi_dataset/data/GCA_032461425.1/GCA_032461425.1_ASM3246142v1_genomic.fna	206
download/ncbi_dataset/data/GCA_019878805.1/GCA_019878805.1_ASM1987880v1_genomic.fna	155
download/ncbi_dataset/data/GCA_902504915.1/GCA_902504915.1_IBESS911_genomic.fna	245
download/ncbi_dataset/data/GCA_036511735.1/GCA_036511735.1_ASM3651173v1_genomic.fna	648
download/ncbi_dataset/data/GCA_021343195.1/GCA_021343195.1_ASM2134319v1_genomic.fna	648
download/ncbi_dataset/data/GCA_003983125.1/GCA_003983125.1_ASM398312v1_genomic.fna	443
download/ncbi_dataset/data/GCA_022765265.1/GCA_022765265.1_ASM2276526v1_genomic.fna	582
download/ncbi_dataset/data/GCA_003019235.1/GCA_003019235.1_ASM301923v1_genomic.fna	32
